"N.Registro";"Tipo";"Categoría";"Especialidades";"Nombre";"Dirección";"C.Postal";"Provincia";"Municipio";"Localidad";"Nucleo";"Teléfono 1";"Teléfono 2";"Teléfono 3";"Email";"web";"Q Calidad";"Central Reservas";"Plazas";"GPS.Longitud";"GPS.Latitud";"accesible a personas con discapacidad";
"24/000085";"Pensión";"Categoría única";"";"MARCOS";"Carretera DE ORBIGO 39";"24393";"León";"Santa Marina del Rey";"SANTA MARINA DEL REY";"SANTA MARINA DEL REY";"987377246";"";"";"";"";"";"";"7";"";"";"";
"24/000086";"Hostal Residencia";"1ª - 1 Estrella";"";"CORUÑA";"Avenida PONFERRADA 72";"24700";"León";"Astorga";"ASTORGA";"ASTORGA";"987615009";"";"";"";"";"";"";"34";"-6,063155";"42,460154";"";
"24/000089";"Hotel Residencia";"3ª - 3 Estrellas";"";"HOTEL RIOSOL";"Calle PALENCIA, AVENIDA, 3";"24009";"León";"León";"LEON";"LEON";"987216650";"";"";"reservas@hotelriosolleon.com";"www.hotelriosolleon.com";"";"";"207";"-5,58031";"42,595669";"";
"24/000090";"Pensión";"Categoría única";"";"ROJO";"Calle SANTIAGO 8";"24915";"León";"Posada de Valdeón";"CORDIÑANES DE VALDEON";"CORDIÑANES DE VALDEON";"987740523";"";"";"";"";"";"";"19";"-4,903592";"43,167193";"";
"24/000094";"Pensión";"Categoría única";"";"EL AUSENTE";"Puerto PUERTO DE SAN ISIDRO";"24855";"León";"Puebla de Lillo";"PUEBLA DE LILLO";"PUEBLA DE LILLO";"987731080";"";"";"elausente@wanadoo.es";"www.san-isidrosky.com";"";"";"4";"-5,347591";"43,060187";"";
"24/000096";"Hostal";"2ª - 2 Estrellas";"";"MIRALRIO";"DR. GONZALEZ ALVAREZ, S/N";"24270";"León";"Carrizo";"CARRIZO DE LA RIBERA";"CARRIZO DE LA RIBERA";"987357011";"";"";"";"";"";"";"30";"";"";"";
"24/000100";"Hostal";"1ª - 1 Estrella";"";"BAYON";"Calle ALCAZAR DE TOLEDO, 6";"24001";"León";"León";"LEON";"LEON";"987231446";"";"";"";"";"";"";"10";"";"";"";
"24/000102";"Hostal Residencia";"1ª - 1 Estrella";"";"SAN MIGUEL";"Calle LUCIANA FERNANDEZ 2";"24400";"León";"Ponferrada";"PONFERRADA";"PONFERRADA";"987411047";"";"";"";"";"";"";"27";"";"";"";
"24/000103";"Hostal Residencia";"1ª - 1 Estrella";"";"JULI";"Calle REAL, 58";"24710";"León";"San Justo de la Vega";"SAN JUSTO DE LA VEGA";"SAN JUSTO DE LA VEGA";"987617632";"987602261";"";"";"";"";"";"12";"-6,016543";"42,454301";"";
"24/000104";"Hotel";"3ª - 3 Estrellas";"";"QUINDOS";"Calle GRAN VIA DE SAN MARCOS, 38";"24002";"León";"León";"LEON";"LEON";"987236200";"";"";"";"";"";"";"156";"-5,579763";"42,601";"";
"24/000106";"Hostal";"1ª - 1 Estrella";"";"SAMOA";"Calle ALTO DE LEON, 1";"24200";"León";"Valencia de Don Juan";"VALENCIA DE DON JUAN";"VALENCIA DE DON JUAN";"987750336";"";"";"";"";"";"";"13";"";"";"";
"24/000107";"Pensión";"Categoría única";"";"INDUSTRIAL";"RAMON Y CAJAL, 12";"24750";"León";"Bañeza (La)";"BAÑEZA (LA)";"";"987641042";"";"";"";"";"";"";"10";"";"";"";
"24/000108";"Pensión";"Categoría única";"";"MARGA I";"Calle SANTA LUCIA, 2";"24100";"León";"Villablino";"VILLABLINO";"VILLABLINO";"987480173";"";"";"";"";"";"";"11";"-6,327814";"42,941344";"";
"24/000109";"Hotel Residencia";"2ª - 2 Estrellas";"";"HOTEL LA RUTA GALLEGA";"Avenida LA BAÑEZA 24";"24794";"León";"Riego de la Vega";"RIEGO DE LA VEGA";"RIEGO DE LA VEGA";"648498438";"";"";"LARUTAGALLEGA16@GMAIL.COM";"";"";"";"47";"-5,985212";"42,383761";"Si";
"24/000110";"Hostal";"2ª - 2 Estrellas";"";"DON SUERO DE QUIÑONES";"Calle ALVAREZ VEGA,1 (PTE PASO HONROSO)";"24286";"León";"Hospital de Órbigo";"HOSPITAL DE ORBIGO";"HOSPITAL DE ORBIGO";"987388238";"679698541";"";"don.suero@hotmail.com";"WWW.DONSUERO.ES";"";"";"20";"-5,881188";"42,463732";"";
"24/000111";"Hotel Residencia";"4ª - 4 Estrellas";"";"TEMPLE PONFERRADA";"Avenida PORTUGAL 2";"24400";"León";"Ponferrada";"PONFERRADA";"PONFERRADA";"987410058";"";"";"administracion@templehoteles.com";"www.lesein.es/pymes/negociosreunidos";"";"";"197";"-6,605272";"42,546935";"Si";
"24/000112";"Hostal";"2ª - 2 Estrellas";"";"EL PALACIO";"Calle PALACIO 3";"24200";"León";"Valencia de Don Juan";"VALENCIA DE DON JUAN";"VALENCIA DE DON JUAN";"987750474";"630482984";"";"JUANELPALACIO@GMAIL.COM";"";"";"";"28";"-5,519425";"42,294288";"";
"24/000115";"Hostal Residencia";"1ª - 1 Estrella";"";"DELFIN";"CTRA. MADRID-CORUÑA, KM. 326";"24700";"León";"Astorga";"ASTORGA";"ASTORGA";"987602414";"987615016";"";"delfin-restaurant@hotmail.com";"www.hostalrestaurantedelfin.com";"";"";"30";"-6,07297";"42,464276";"";
"24/000116";"Hostal";"1ª - 1 Estrella";"";"HOSTAL GUZMAN EL BUENO";"Calle LOPEZ CASTRILLON 6";"24003";"León";"León";"LEON";"LEON";"987236412";"";"";"guzmanelbueno@gaiarooms.com";"hostalguzman.es";"";"";"48";"";"";"";
"24/000117";"Hostal";"1ª - 1 Estrella";"";"NISI";"Calle HERMINIO RODRIGUEZ, 3";"24850";"León";"Boñar";"BOÑAR";"BOÑAR";"987735210";"";"";"";"";"";"";"62";"";"";"";
"24/000119";"Hostal";"1ª - 1 Estrella";"";"LA TORRE";"Calle CHAO DO MARCO, S/N";"24380";"León";"Puente de Domingo Flórez";"PUENTE DE DOMINGO FLOREZ";"PUENTE DE DOMINGO FLOREZ";"987460081";"987460589";"";"latorre@valdeorras.cominfo@hrlatorrre.com";"www.hrlatorre.com";"";"";"20";"-6,824341";"42,41803";"";
"24/000125";"Pensión";"Categoría única";"";"EL TOMBO";"Calle RAMON CRESPO, 3";"24915";"León";"Posada de Valdeón";"CORDIÑANES DE VALDEON";"CORDIÑANES DE VALDEON";"987740526";"";"";"";"";"";"";"30";"-4,917563";"43,151452";"";
"24/000127";"Hostal Residencia";"1ª - 1 Estrella";"";"JULIO CESAR";"Calle CERVANTES, 6";"24198";"León";"Valverde de la Virgen";"VIRGEN DEL CAMINO (LA)";"VIRGEN DEL CAMINO (LA)";"987302044";"";"";"";"";"";"";"14";"-5,639541";"42,581567";"";
"24/000132";"Hostal Residencia";"1ª - 1 Estrella";"";"PACHO";"Avenida CONSTITUCION 86";"24320";"León";"Sahagún";"SAHAGUN";"SAHAGUN";"987780775";"";"";"";"";"";"";"13";"";"";"";
"24/000133";"Hostal Residencia";"2ª - 2 Estrellas";"";"SAN NARCISO";"Carretera CTRA. MADRID-CORUÑA, KM. 325";"24700";"León";"Astorga";"ASTORGA";"ASTORGA";"987615001";"";"";"";"";"";"";"22";"-6,064039";"42,459653";"";
"24/000136";"Hostal Residencia";"2ª - 2 Estrellas";"";"LA PAZ";"Carretera MADRID-CORUÑA, KM. 323";"24395";"León";"San Justo de la Vega";"CELADA";"CELADA";"987615277";"";"";"";"";"";"";"66";"-6,029252";"42,42936";"";
"24/000141";"Pensión";"Categoría única";"";"RABOKAN";"Carretera CTRA PANTANO DE LUNA S/N (CTRA. BEBERINO-GERAS)";"24608";"León";"Pola de Gordón (La)";"BEBERINO";"BEBERINO";"697253675";"";"";"";"";"";"";"12";"-5,69165";"42,870664";"";
"24/000146";"Hostal";"1ª - 1 Estrella";"";"HOSTAL CONDE DE LEMOS";"Avenida DE GALICIA 85";"24404";"León";"Ponferrada";"PONFERRADA";"PONFERRADA";"653949236";"987411709";"";"";"";"";"";"25";"";"";"Si";
"24/000148";"Hostal Residencia";"2ª - 2 Estrellas";"";"LOS ANGELES";"Carretera CTRA. MADRID-CORUÑA, KM. 292";"24790";"León";"Roperuelos del Páramo";"VALCABADO DEL PARAMO";"VALCABADO DEL PARAMO";"987666205";"";"";"";"";"";"";"29";"-5,809814";"42,234715";"";
"24/000150";"Pensión";"Categoría única";"";"SAN ANTONIO";"Avenida PORTUGAL 8";"24400";"León";"Ponferrada";"PONFERRADA";"PONFERRADA";"987415897";"";"";"";"";"";"";"13";"-6,606173";"42,546785";"";
"24/000152";"Hostal Residencia";"1ª - 1 Estrella";"";"LA MONTAÑA";"Calle CAMINO DE SANTIAGO. PUENTE VILLARENTE 17";"24226";"León";"Villaturiel";"TOLDANOS";"PUENTE VILLARENTE DE VILLATURIEL";"987312045";"690355603";"";"";"";"";"";"32";"-5,459793";"42,545537";"";
"24/000154";"Hostal Residencia";"1ª - 1 Estrella";"";"BELLA";"SANTIAGO APOSTOL , 8";"24010";"León";"San Andrés del Rabanedo";"TROBAJO DEL CAMINO";"TROBAJO DEL CAMINO";"987802810";"";"";"";"";"";"";"18";"";"";"";
"24/000157";"Hostal Residencia";"2ª - 2 Estrellas";"";"SOTO";"Carretera LEON-ASTORGA, KM. 5";"24010";"León";"San Andrés del Rabanedo";"TROBAJO DEL CAMINO";"TROBAJO DEL CAMINO";"987802925";"";"";"hostalsoto@gmail.com";"www.hostalsoto.es";"";"";"36";"-5,630095";"42,584901";"";
"24/000158";"Hotel";"2ª - 2 Estrellas";"";"VALJUNCO";"Calle URBANIZACION VALJUNCO, S/N";"24200";"León";"Valencia de Don Juan";"VALENCIA DE DON JUAN";"VALENCIA DE DON JUAN";"987752450";"629848847";"";"info@hotel-valjunco.com";"ww.hotel-valjunco.com";"";"";"95";"-5,516768";"42,308363";"Si";
"24/000159";"Hostal";"1ª - 1 Estrella";"";"HOSTAL LAS HOCES";"Calle LA ESTACION 27";"24840";"León";"Vecilla (La)";"VECILLA DE CURUEÑO (LA)";"VECILLA DE CURUEÑO (LA)";"987741365";"670536163";"";"EMBUTIDOSLASHOCES@YAHOO.ES";"";"";"";"14";"";"";"Si";
"24/000160";"Pensión";"Categoría única";"";"SAN MIGUEL II";"Calle JUAN DE LAMA 14";"24400";"León";"Ponferrada";"PONFERRADA";"PONFERRADA";"987426700";"";"";"";"";"";"";"46";"";"";"";
"24/000161";"Hostal";"2ª - 2 Estrellas";"";"NOVA RUTA";"Carretera CTRA. MADRID-CORUÑA,  KM. 420";"24523";"León";"Trabadelo";"TRABADELO";"TRABADELO";"987566431";"";"";"infor@hostalnovaruta.com";"";"";"";"26";"-6,876943";"42,647487";"";
"24/000163";"Motel";"3ª - 3 Estrellas";"";"TEMPLE PRADORREY";"Carretera CTRA. MADRID-CORUÑA, KM. 329";"24714";"León";"Brazuelo";"PRADORREY";"PRADORREY";"987615729";"";"";"pradorrey@templehoteless.com";"www.templehoteles.com";"";"";"128";"-6,107059";"42,484609";"Si";
"24/000165";"Hostal Residencia";"1ª - 1 Estrella";"";"EL DELFIN VERDE";"Carretera CTRA. ADANERO-GIJON";"24226";"León";"Villasabariego";"VILLARENTE";"VILLARENTE";"987312065";"";"";"hostaldelfinverde@gmail.com";"";"";"";"28";"-5,454579";"42,544171";"";
"24/000166";"Hostal Residencia";"1ª - 1 Estrella";"";"GALICIA";"Calle CTRA. MADRID CORUÑA KM. 309 (A-6  salida 306-314)";"24794";"León";"Riego de la Vega";"TORAL DE FONDO";"TORAL DE FONDO";"987605540";"987 63 23 86";"";"";"";"";"";"19";"";"";"";
"24/000170";"Hostal";"2ª - 2 Estrellas";"";"SAN MIGUEL";"Carretera Nº 630 KM. 169 16";"24233";"León";"Ardón";"VILLALOBAR";"VILLALOBAR";"987304410";"663391456";"";"hostalsanmiguel2025@gmail.com";"";"";"";"51";"";"";"";
"24/000176";"Pensión";"Categoría única";"";"OKENDO";"Calle DOCTOR RIVAS 10";"24800";"León";"Cistierna";"CISTIERNA";"CISTIERNA";"987700646";"";"";"";"";"";"";"10";"";"";"";
"24/000177";"Hotel Residencia";"3ª - 3 Estrellas";"";"VALCARCE";"Carretera MADRID-CORUÑA, KM. 418";"24524";"León";"Vega de Valcarce";"PORTELA DE VALCARCE (LA)";"PORTELA DE VALCARCE (LA)";"987543180";"";"";"";"";"";"";"89";"-6,915068";"42,659437";"Si";
"24/000178";"Hostal";"1ª - 1 Estrella";"";"HOSTERIA CASA INES";"Avenida AVDA. CONSTITUCION, 64";"24850";"León";"Boñar";"BOÑAR";"BOÑAR";"987735086";"";"";"";"";"";"";"24";"";"";"";
"24/000179";"Hostal Residencia";"2ª - 2 Estrellas";"";"LAS PALMERAS";"Carretera CTRA. N-VI, KM. 400";"24549";"León";"Carracedelo";"CARRACEDELO";"CARRACEDELO";"987562505";"";"";"";"";"";"";"35";"-6,709499";"42,563987";"Si";
"24/000180";"Pensión";"Categoría única";"";"CASA PACO";"Calle VERGEL, 9";"24200";"León";"Valencia de Don Juan";"VALENCIA DE DON JUAN";"VALENCIA DE DON JUAN";"987750364";"";"";"";"";"";"";"21";"";"";"";
"24/000181";"Hostal";"2ª - 2 Estrellas";"";"LA CODORNIZ";"Calle ARCO 84";"24320";"León";"Sahagún";"SAHAGUN";"SAHAGUN";"987780276";"";"";"info@hostallacodorniz.com";"";"";"";"71";"-5,026894";"42,370509";"";
"24/000184";"Hostal";"2ª - 2 Estrellas";"";"LOS ROSALES";"Carretera AUTOVIA A6 KM 377";"24398";"León";"Congosto";"ALMAZCARA";"ALMAZCARA";"987467167";"657936218";"";"reservas@hotellosrosales.es";"";"";"";"32";"-6,503466";"42,598295";"Si";
"24/000185";"Hostal";"2ª - 2 Estrellas";"";"RIOVERDE";"Carretera CTRA. VEGUELLINA, KM. 1.";"24763";"León";"Soto de la Vega";"REQUEJO DE LA VEGA";"REQUEJO DE LA VEGA";"987641712";"987643949";"";"rioverde@hostalrioverde.com";"www.hostalrioverde.com";"";"";"28";"-5,892966";"42,312906";"";
"24/000186";"Hostal Residencia";"2ª - 2 Estrellas";"";"MIRADOR DEL ERMITAGE";"Carretera MADRID-CORUÑA, KM. 300";"24750";"León";"Bañeza (La)";"BAÑEZA (LA)";"BAÑEZA (LA)";"987644404";"987641812";"";"miradordelermitage@miradordelermitage.com";"www.miradordelermitage.com";"";"";"36";"-5,874862";"42,28312";"Si";
"24/000188";"Hotel Residencia";"3ª - 3 Estrellas";"";"GAUDI";"Calle EDUARDO DE CASTRO, 6";"24700";"León";"Astorga";"ASTORGA";"ASTORGA";"987615654";"";"";"reservas@hotelgaudiastorga.com";"www.hotelgaudiastorga.com";"";"";"70";"";"";"Si";
"24/000189";"Pensión";"Categoría única";"";"LA MEZQUITA";"Avenida AVDA. JUAN FERRERO, 74";"24880";"León";"Valderrueda";"PUENTE ALMUHEY";"PUENTE ALMUHEY";"987703514";"";"";"";"";"";"";"6";"-4,974097";"42,786326";"";
"24/000193";"Hostal";"1ª - 1 Estrella";"";"CASA SACERDOTAL";"HNOS. LA SALLE, 6";"24700";"León";"Astorga";"ASTORGA";"ASTORGA";"987615600";"";"";"";"";"";"";"16";"";"";"";
"24/000195";"Hostal";"1ª - 1 Estrella";"";"HOSPEDERIA MONASTICA";"Calle MAYOR, 12";"24329";"León";"Sahagún";"SAN PEDRO DE LAS DUEÑAS";"SAN PEDRO DE LAS DUEÑAS";"987780150";"";"";"";"";"";"";"26";"-5,049941";"42,331491";"";
"24/000200";"Hostal";"1ª - 1 Estrella";"";"LA PRADERA";"Carretera SAHAGUN-CISTIERNA, KM. 32";"24170";"León";"Almanza";"ALMANZA";"ALMANZA";"987710064";"";"";"";"";"";"";"20";"-5,037141";"42,649805";"";
"24/000202";"Pensión";"Categoría única";"";"EDU Y AMAYA";"Calle ALLENDE, S/N";"24734";"León";"Castrocontrigo";"NOGAREJAS";"NOGAREJAS";"987660281";"";"";"";"";"";"";"10";"-6,138253";"42,186798";"";
"24/000203";"Hotel";"1ª - 1 estrella";"";"VILLEGAS II";"Calle PALACIO 10";"24200";"León";"Valencia de Don Juan";"VALENCIA DE DON JUAN";"VALENCIA DE DON JUAN";"987750161";"607143333";"";"info@hotelvillegas.es";"www.hotelvillegas.es";"";"";"12";"";"";"";
"24/000205";"Hotel";"3ª - 3 Estrellas";"";"BERGIDUM (CERRADO TEMPORALMENTE)";"AVDA. DE LA PLATA, 4";"24400";"León";"Ponferrada";"PONFERRADA";"PONFERRADA";"987401512";"";"";"reservas@hotelbergidum.com";"www.hotelbergidum.com";"";"";"113";"";"";"";
"24/000209";"Pensión";"Categoría única";"";"MUNDO";"Calle GORDON ORDAS 9";"24640";"León";"Robla (La)";"ROBLA (LA)";"ROBLA (LA)";"987570733";"";"";"";"";"";"";"15";"";"";"";
"24/000211";"Hotel Residencia";"1ª - 1 Estrella";"";"CARMEN";"Calle ELOY REIGADA, S/N";"24300";"León";"Bembibre";"BEMBIBRE";"BEMBIBRE";"987510135";"";"";"";"";"";"";"42";"-6,42172";"42,61725";"";
"24/000212";"Pensión";"Categoría única";"";"MADRID";"Calle FELIX RODRIGUEZ DE LA FUENTE, 16";"24855";"León";"Puebla de Lillo";"PUEBLA DE LILLO";"PUEBLA DE LILLO";"987731013";"987731168";"";"";"";"";"";"17";"-5,275898";"43,00672";"";
"24/000213";"Hostal Residencia";"1ª - 1 Estrella";"";"AVENIDA II";"Carretera CTRA. LEON-ASTORGA, KM. 17";"24392";"León";"Villadangos del Páramo";"VILLADANGOS DEL PARAMO";"VILLADANGOS DEL PARAMO";"987390151";"";"";"";"www.hotelavenidaiii.com";"";"";"19";"-5,751461";"42,527988";"Si";
"24/000215";"Pensión";"Categoría única";"";"DELICIAS";"LAS DELICIAS, 24";"24400";"León";"Ponferrada";"PONFERRADA";"PONFERRADA";"987413510";"";"";"";"";"";"";"16";"-6,623164";"42,557786";"";
"24/000220";"Hostal";"1ª - 1 Estrella";"";"EL ABUELO";"LOS MESONES (TROBAJO),6-8";"24010";"León";"San Andrés del Rabanedo";"TROBAJO DEL CAMINO";"TROBAJO DEL CAMINO";"987801044";"";"";"";"www.hostalelabuelo.es";"";"";"41";"";"";"";
"24/000221";"Hotel";"1ª - 1 estrella";"";"SAN AGUSTIN";"CTRA. LEON-BENAVENTE, KM. 52";"24235";"León";"Villaquejida";"VILLAQUEJIDA";"";"987774142";"";"";"";"";"";"";"23";"";"";"";
"24/000222";"Hostal Residencia";"1ª - 1 Estrella";"";"PADRE ISLA";"Calle JOAQUIN COSTA 2";"24002";"León";"León";"LEON";"LEON";"633446612";"";"";"";"";"";"";"9";"";"";"";
"24/000224";"Pensión";"Categoría única";"";"EL MOLINO";"SANTA MARIA, 10";"24540";"León";"Cacabelos";"CACABELOS";"";"987546829";"";"";"";"";"";"";"5";"";"";"";
"24/000225";"Hotel Residencia";"3ª - 3 Estrellas";"";"THE ROCK SUITES & SPA";"Paraje LA PEÑA DE CONGOSTO S/N";"24398";"León";"Congosto";"CONGOSTO";"CONGOSTO";"987467103";"987467278";"";"chlapena@congostohotel.com";"www.congostohotel.com";"";"";"83";"-6,520406";"42,625301";"";
"24/000227";"Pensión";"Categoría única";"";"LEONISA MACIAS";"ALMERIA, 5";"24400";"León";"Ponferrada";"PONFERRADA";"PONFERRADA";"987403855";"";"";"";"";"";"";"10";"-6,618696";"42,544879";"";
"24/000229";"Pensión";"Categoría única";"";"SALOME";"Calle VILLAR S/N";"24450";"León";"Toreno";"TORENO";"TORENO";"987533246";"";"";"";"";"";"";"17";"-6,505292";"42,696477";"";
"24/000232";"Hostal";"1ª - 1 Estrella";"";"LA GARGOLA";"GRAN CAPITAN, 7-9";"24010";"León";"San Andrés del Rabanedo";"TROBAJO DEL CAMINO";"TROBAJO DEL CAMINO";"987806180";"";"";"";"";"";"";"21";"-5,592679";"42,599018";"";
"24/000233";"Hostal";"2ª - 2 Estrellas";"";"EL KANGURO AUSTRALIANO";"Carretera CTRA. LEON-ASTORGA, KM. 31";"24286";"León";"Hospital de Órbigo";"HOSPITAL DE ORBIGO";"HOSPITAL DE ORBIGO";"987389031";"";"";"";"";"";"";"28";"-5,885697";"42,458423";"";
"24/000235";"Pensión";"Categoría única";"";"ANCAR";"MENENDEZ PIDAL,  16";"24010";"León";"San Andrés del Rabanedo";"TROBAJO DEL CAMINO";"";"987802761";"";"";"";"";"";"";"10";"";"";"";
"24/000236";"Hostal Residencia";"2ª - 2 Estrellas";"";"CAMPO";"Carretera CORDIÑANES S/N";"24915";"León";"Posada de Valdeón";"POSADA DE VALDEON";"POSADA DE VALDEON";"987740502";"";"";"";"";"";"";"26";"-4,916998";"43,151405";"";
"24/000237";"Hostal Residencia";"1ª - 1 Estrella";"";"RIAÑO";"PLAZA LA REDONDA, s/n";"24900";"León";"Riaño";"RIAÑO";"RIAÑO";"987740694";"";"";"liron169@telefonica.net";"";"";"";"24";"";"";"";
"24/000238";"Hostal Residencia";"2ª - 2 Estrellas";"";"PULFER";"Carretera Carretera, 22";"24145";"León";"Sena de Luna";"SENA DE LUNA";"SENA DE LUNA";"987597719";"";"";"hjpulgar@hotmail.com";"";"";"";"13";"-5,953817";"42,929607";"";
"24/000239";"Hostal";"2ª - 2 Estrellas";"";"SAINZ";"Avenida VALCAYO 14";"24900";"León";"Riaño";"RIAÑO";"RIAÑO";"987740663";"987740675";"";"hostalsainz@hotmail.com";"www.hermanossainz.com";"";"";"39";"";"";"Si";
"24/000240";"Hotel";"2ª - 2 Estrellas";"";"SAN GLORIO";"Carretera LLANAVES DE LA REINA";"24912";"León";"Boca de Huérgano";"LLANAVES DE LA REINA";"LLANAVES DE LA REINA";"987740418";"";"";"hotelsanglorio@jazzfree.com";"";"";"";"49";"-4,799399";"43,05394";"Si";
"24/000241";"Hostal Residencia";"1ª - 1 Estrella";"";"REGUEIRO II";"AVDA. DEL FERROCARRIL, 4";"24560";"León";"Toral de los Vados";"TORAL DE LOS VADOS";"TORAL DE LOS VADOS";"987544419";"";"";"";"";"";"";"9";"-6,777158";"42,541026";"";
"24/000242";"Hostal";"1ª - 1 Estrella";"";"PRADO";"Carretera CTRA.PALANQUINOS-CISTIERNA";"24930";"León";"Valdepolo";"QUINTANA DE RUEDA";"QUINTANA DE RUEDA";"987337185";"";"";"";"";"";"";"16";"-5,266624";"42,573867";"";
"24/000245";"Hostal";"2ª - 2 Estrellas";"";"NUEVO LUGAR";"Carretera NACIONAL VI 395";"24410";"León";"Camponaraya";"NARAYOLA";"NARAYOLA";"987450011";"";"";"jorgemarant@gmail.com";"";"";"";"34";"";"";"";
"24/000247";"Hostal";"2ª - 2 Estrellas";"";"ALTO PARAMO";"Carretera LEON-ASTORGA, KM. 18";"24392";"León";"Villadangos del Páramo";"VILLADANGOS DEL PARAMO";"VILLADANGOS DEL PARAMO";"687711256";"";"";"";"";"";"";"26";"-5,757146";"42,52493";"";
"24/000249";"Hostal";"2ª - 2 Estrellas";"";"CANADA";"Calle EL LAGO 74";"24560";"León";"Toral de los Vados";"TORAL DE LOS VADOS";"TORAL DE LOS VADOS";"987545180";"";"";"";"";"";"";"22";"-6,780457";"42,543028";"Si";
"24/000250";"Hotel";"2ª - 2 Estrellas";"";"PRESA";"Avenida AVDA. VALCAYO, 12 ESQUINA PLAZA DEL AYUNTAMIENTO.";"24900";"León";"Riaño";"RIAÑO";"RIAÑO";"987740637";"";"";"";"";"";"";"60";"-5,005632";"42,975987";"Si";
"24/000253";"Hostal Residencia";"2ª - 2 Estrellas";"";"RUTA DEL PORMA";"C/EMILIANO A. SANCHEZ LOMBAS, 36";"24855";"León";"Puebla de Lillo";"PUEBLA DE LILLO";"PUEBLA DE LILLO";"987731036";"987731152";"";"info@hostalrutadelporma.com";"www.hostalrutadelporma.com";"";"";"35";"";"";"";
"24/000254";"Hostal Residencia";"1ª - 1 Estrella";"";"EL TROPEZON";"CTRA. DE TARNA, S/N";"24857";"León";"Puebla de Lillo";"COFIÑAL";"";"987731053";"";"";"";"";"";"";"17";"";"";"";
"24/000255";"Hostal";"2ª - 2 Estrellas";"";"CORONA";"Calle REBANAL, 4";"24915";"León";"Posada de Valdeón";"POSADA DE VALDEON";"POSADA DE VALDEON";"987740578";"987740595";"";"";"";"";"";"44";"-4,917287";"43,152255";"";
"24/000265";"Pensión";"Categoría única";"";"VALCARCE";"Calle TRUCHAS, 9-1º";"24400";"León";"Ponferrada";"PONFERRADA";"PONFERRADA";"987411137";"";"";"";"";"";"";"11";"-6,621147";"42,559102";"";
"24/000266";"Hostal";"2ª - 2 Estrellas";"";"ALFONSO VI";"Calle ANTONIO NICOLAS, 4";"24320";"León";"Sahagún";"SAHAGUN";"SAHAGUN";"987781144";"";"";"";"";"";"";"26";"";"";"";
"24/000267";"Hotel Residencia";"3ª - 3 Estrellas";"";"PASO HONROSO";"Calle CTRA. NACIONAL, 120,KM. 335";"24286";"León";"Hospital de Órbigo";"HOSPITAL DE ORBIGO";"HOSPITAL DE ORBIGO";"987361010";"";"";"hotel@elpasohonroso.com";"www.elpasohonroso.com";"";"";"56";"-5,882762";"42,458431";"";
"24/000268";"Pensión";"Categoría única";"";"LOLA";"Calle INGENIERO LAFUENTE, 3-1º";"24350";"León";"Villarejo de Órbigo";"VEGUELLINA DE ORBIGO";"VEGUELLINA DE ORBIGO";"987376448";"";"";"";"";"";"";"8";"-5,886213";"42,43109";"";
"24/000270";"Hotel";"1ª - 1 estrella";"";"LA ALEGRIA";"Carretera CTRA SANTANDER S/N";"24161";"León";"Cubillas de Rueda";"SAHECHORES DE RUEDA";"SAHECHORES DE RUEDA";"987333170";"";"";"";"";"";"";"58";"-5,216436";"42,617621";"";
"24/000271";"Hostal Residencia";"1ª - 1 Estrella";"";"EL TROPEZON";"AVDA. DE LEON, 33";"24290";"León";"Santa Cristina de Valmadrigal";"MATALLANA DE VALMADRIGAL";"MATALLANA DE VALMADRIGAL";"987335017";"";"";"";"";"";"";"17";"";"";"";
"24/000272";"Hotel";"3ª - 3 Estrellas";"";"TIERRA DE LA REINA";"Carretera LEON SANTANDER, S/N";"24911";"León";"Boca de Huérgano";"BOCA DE HUERGANO";"BOCA DE HUERGANO";"987740100";"";"";"correo@hoteltierradelareina.com";"www.hoteltierradelareina.com";"";"";"27";"-4,927696";"42,973307";"";
"24/000273";"Hostal";"2ª - 2 Estrellas";"";"LA CUESTA";"AVDA. ANCARES, 50";"24430";"León";"Vega de Espinareda";"VEGA DE ESPINAREDA";"VEGA DE ESPINAREDA";"987564714";"";"";"hlacuesta@hotmail.com";"";"";"";"18";"";"";"";
"24/000274";"Hotel";"1ª - 1 estrella";"";"RIO CEA";"Calle  MISTER UNIVERSO JUAN FERRERO 55";"24880";"León";"Valderrueda";"PUENTE ALMUHEY";"PUENTE ALMUHEY";"987703521";"639179386";"";"info@hotelriocea.com";"WWW.HOTELRIOCEA.COM";"";"";"24";"-4,971604";"42,786739";"";
"24/000277";"Hostal";"2ª - 2 Estrellas";"";"VENTASIERRA";"Carretera CISTIERNA RIAÑO";"24970";"León";"Crémenes";"VALDORE";"VALDORE";"987711029";"";"";"";"";"";"";"30";"-5,159879";"42,875826";"";
"24/000279";"Hostal Residencia";"1ª - 1 Estrella";"";"TIO PEPE";"Calle BARRIO PUENTE NUEVO, S/N";"24300";"León";"Bembibre";"BEMBIBRE";"BEMBIBRE";"987511424";"";"";"";"";"";"";"32";"-6,395855";"42,605895";"";
"24/000281";"Hostal Residencia";"1ª - 1 Estrella";"";"MARGA II";"Calle SANTA LUCIA, 2";"24100";"León";"Villablino";"VILLABLINO";"VILLABLINO";"987472111";"";"";"";"";"";"";"19";"-6,328071";"42,941553";"";
